time,open,high,low,close,Fast_MA,Slow_MA,Signal,Crossover,Bias
2024-08-07 02:00:00,1.09295,1.09304,1.09238,1.09259,1.0938226,1.0881867,1,0.0,Bullish
2024-08-07 03:00:00,1.0925799999999999,1.09303,1.09233,1.09296,1.0938694,1.0882916,1,0.0,Bullish
2024-08-07 04:00:00,1.09296,1.09303,1.0911,1.09183,1.0938852,1.0883838,1,0.0,Bullish
2024-08-07 05:00:00,1.09181,1.09192,1.09123,1.09162,1.093884,1.0884757,1,0.0,Bullish
2024-08-07 06:00:00,1.09163,1.09174,1.09117,1.09159,1.0938780000000001,1.0885678,1,0.0,Bullish
2024-08-07 07:00:00,1.09159,1.09169,1.09115,1.09116,1.0938577999999999,1.0886517,1,0.0,Bullish
2024-08-07 08:00:00,1.09114,1.0913,1.09068,1.09102,1.093817,1.0887343,1,0.0,Bullish
2024-08-07 09:00:00,1.09099,1.0915300000000001,1.09054,1.09151,1.0937822,1.0888232,1,0.0,Bullish
2024-08-07 10:00:00,1.09151,1.09278,1.09128,1.09223,1.093802,1.0889127,1,0.0,Bullish
2024-08-07 11:00:00,1.09222,1.09278,1.09185,1.09188,1.0938278000000001,1.0890049,1,0.0,Bullish
2024-08-07 12:00:00,1.09188,1.09195,1.09085,1.09135,1.0937572,1.0890912,1,0.0,Bullish
2024-08-07 13:00:00,1.09138,1.09231,1.09095,1.0918,1.0936911999999999,1.0891931000000001,1,0.0,Bullish
2024-08-07 14:00:00,1.0918,1.09266,1.09178,1.09232,1.0936348,1.0893153,1,0.0,Bullish
2024-08-07 15:00:00,1.09233,1.09257,1.09134,1.09218,1.093582,1.0894528,1,0.0,Bullish
2024-08-07 16:00:00,1.09216,1.09265,1.09125,1.09187,1.0934938,1.0895937,1,0.0,Bullish
2024-08-07 17:00:00,1.09187,1.09341,1.09186,1.09317,1.093375,1.0897411,1,0.0,Bullish
2024-08-07 18:00:00,1.09317,1.09366,1.09239,1.09246,1.0932688,1.0898739,1,0.0,Bullish
2024-08-07 19:00:00,1.09246,1.0927,1.09211,1.0922,1.0931548,1.0899995,1,0.0,Bullish
2024-08-07 20:00:00,1.09221,1.0927,1.09176,1.09222,1.0930868,1.0901193,1,0.0,Bullish
2024-08-07 21:00:00,1.09222,1.09238,1.09173,1.0922,1.093011,1.0902492000000001,1,0.0,Bullish
2024-08-07 22:00:00,1.09221,1.09266,1.09213,1.09232,1.092951,1.0903838000000001,1,0.0,Bullish
2024-08-07 23:00:00,1.09232,1.09234,1.092,1.09203,1.0928896000000001,1.0905178,1,0.0,Bullish
2024-08-08 00:00:00,1.09203,1.09235,1.09148,1.09232,1.0928184,1.0906495,1,0.0,Bullish
2024-08-08 01:00:00,1.09232,1.0927,1.09223,1.09269,1.0927714,1.0907928,1,0.0,Bullish
2024-08-08 02:00:00,1.09269,1.09338,1.09265,1.09272,1.0927208,1.0909303,1,0.0,Bullish
2024-08-08 03:00:00,1.09272,1.09325,1.09259,1.09282,1.0926674,1.0910676,1,0.0,Bullish
2024-08-08 04:00:00,1.09281,1.0930900000000001,1.09235,1.09276,1.0926216,1.0912038000000002,1,0.0,Bullish
2024-08-08 05:00:00,1.09276,1.0935,1.09266,1.09337,1.0925636,1.0913491,1,0.0,Bullish
2024-08-08 06:00:00,1.09337,1.09354,1.09299,1.0935,1.0925238,1.0914977000000001,1,0.0,Bullish
2024-08-08 07:00:00,1.0935,1.09377,1.0930900000000001,1.09317,1.0924833999999999,1.0916384000000001,1,0.0,Bullish
2024-08-08 08:00:00,1.09316,1.09358,1.09298,1.09357,1.0924466,1.0917835,1,0.0,Bullish
2024-08-08 09:00:00,1.09357,1.09446,1.09336,1.09427,1.092428,1.091936,1,0.0,Bullish
2024-08-08 10:00:00,1.0943100000000001,1.0945,1.09339,1.09398,1.0924144,1.0920828,1,0.0,Bullish
2024-08-08 11:00:00,1.09398,1.09443,1.09355,1.0937000000000001,1.0924102,1.0922223,1,0.0,Bullish
2024-08-08 12:00:00,1.0937000000000001,1.09396,1.09261,1.09269,1.0924104,1.0923451,1,0.0,Bullish
2024-08-08 13:00:00,1.09269,1.09287,1.09203,1.09253,1.0924054,1.0924742,-1,-2.0,Bearish
2024-08-08 14:00:00,1.09253,1.09332,1.09231,1.09307,1.0924432,1.0926011,-1,0.0,Bearish
2024-08-08 15:00:00,1.09304,1.09324,1.08917,1.08974,1.0924213999999999,1.092684,-1,0.0,Bearish
