time,open,high,low,close,Fast_MA,Slow_MA,Crossover,Bias,Market_bias,ltf_bias,Range,Entry,Level,SL,TP
2024-11-20 00:00:00,1.39537,1.39628,1.39507,1.39596,1.3979284,1.3901278,1.0,Bullish,Bullish,Bullish,0.002282200000000012,Buy,1.43461,1.43161,1.44461
2024-11-20 04:00:00,1.39595,1.3967,1.3955899999999999,1.39594,1.3981474,1.3902432,0.0,Bullish,Bullish,Bullish,0.003052599999999961,Buy,1.4356900000000001,1.4326900000000002,1.4456900000000001
2024-11-20 08:00:00,1.39595,1.39801,1.39504,1.39784,1.3983498,1.3903648,0.0,Bullish,Bullish,Bullish,0.003827600000000153,Buy,1.43675,1.43375,1.44675
2024-11-21 12:00:00,1.39755,1.3977,1.39545,1.39627,1.399449,1.3913394666666667,0.0,Bullish,Bullish,Bullish,0.0049552000000001595,Buy,1.4403000000000001,1.4373000000000002,1.4503000000000001
2024-11-21 16:00:00,1.39628,1.39691,1.39311,1.39564,1.3995388,1.3914608666666668,0.0,Bullish,Bullish,Bullish,0.0036601999999998913,Buy,1.43936,1.43636,1.44936
2024-11-22 00:00:00,1.39719,1.39843,1.39628,1.3968,1.3996515999999999,1.391691,0.0,Bullish,Bullish,Bullish,0.004860599999999993,Buy,1.44126,1.43826,1.45126
2024-11-22 04:00:00,1.3968,1.3985699999999999,1.39648,1.3984,1.3997398,1.3918048,0.0,Bullish,Bullish,Bullish,0.0031818000000001234,Buy,1.43995,1.4369500000000002,1.44995
2024-11-22 08:00:00,1.39844,1.40209,1.39577,1.4003999999999999,1.399861,1.3919311333333333,0.0,Bullish,Bullish,Bullish,0.002201199999999792,Buy,1.4393,1.4363000000000001,1.4493
2024-11-22 12:00:00,1.4003999999999999,1.40122,1.3967,1.39727,1.4000051999999998,1.3920709333333334,0.0,Bullish,Bullish,Bullish,0.0017472000000000598,Buy,1.43915,1.43615,1.44915
2024-11-22 16:00:00,1.39726,1.39931,1.39624,1.39764,1.400055,1.3921891999999998,0.0,Bullish,Bullish,Bullish,0.003120599999999918,Buy,1.44078,1.43778,1.45078
